Date,5 YR,AAA,AA,BBB,HY
2009-05-13,1.98,4.66,5.12,8.16,14.87
2009-05-14,1.98,4.65,5.13,8.17,14.92
2009-05-15,2.01,4.67,5.12,8.16,14.93
2009-05-18,2.09,4.75,5.18,8.23,14.93
2009-05-19,2.12,4.65,5.16,8.18,14.81
2009-05-20,2.05,4.59,5.07,8.06,14.53
2009-05-21,2.16,4.67,5.15,8.12,14.49
2009-05-22,2.23,4.64,5.2,8.14,14.38
2009-05-26,2.3,4.68,5.19,8.12,14.38
2009-05-27,2.43,4.8,5.27,8.16,14.29
2009-05-28,2.46,4.8,5.22,8.08,14.17
2009-05-29,2.34,4.56,5.03,7.84,14.05
2009-06-01,2.55,4.6,5.17,7.96,13.86
2009-06-02,2.52,4.52,5.09,7.78,13.66
2009-06-03,2.43,4.46,5.0,7.63,13.57
2009-06-04,2.56,4.58,5.1,7.71,13.53
2009-06-05,2.85,4.78,5.27,7.84,13.47
2009-06-08,2.95,4.8,5.29,7.84,13.43
2009-06-09,2.86,4.75,5.21,7.76,13.36
2009-06-10,2.93,4.77,5.23,7.74,13.26
2009-06-11,2.87,4.71,5.15,7.62,13.2
2009-06-12,2.81,4.64,5.08,7.54,13.13
2009-06-15,2.75,4.56,5.0,7.44,13.04
2009-06-16,2.7,4.52,4.96,7.38,13.09
2009-06-17,2.69,4.52,4.94,7.36,13.3
2009-06-18,2.86,4.68,5.06,7.49,13.47
2009-06-19,2.82,4.5,5.0,7.42,13.44
2009-06-22,2.75,4.41,4.91,7.34,13.52
2009-06-23,2.71,4.38,4.87,7.31,13.6
2009-06-24,2.74,4.39,4.9,7.35,13.61
2009-06-25,2.58,4.29,4.8,7.23,13.56
2009-06-26,2.53,4.22,4.77,7.21,13.53
2009-06-29,2.53,4.21,4.77,7.21,13.49
2009-06-30,2.54,3.96,4.81,7.21,13.06
2009-07-01,2.51,3.9,4.79,7.2,13.0
2009-07-02,2.43,3.69,4.72,7.13,12.94
2009-07-06,2.4,4.14,4.7,7.13,13.01
2009-07-07,2.36,4.06,4.67,7.1,13.0
2009-07-08,2.23,3.92,4.55,6.97,13.07
2009-07-09,2.33,4.01,4.63,7.08,13.13
2009-07-10,2.22,3.91,4.54,6.98,13.13
2009-07-13,2.27,3.93,4.56,7.01,13.19
2009-07-14,2.37,4.0,4.62,7.05,13.09
2009-07-15,2.52,4.14,4.72,7.13,13.0
2009-07-16,2.46,4.11,4.65,7.06,13.01
2009-07-17,2.52,4.17,4.67,7.09,12.91
2009-07-20,2.46,4.09,4.57,7.01,12.8
2009-07-21,2.36,3.98,4.47,6.88,12.64
2009-07-22,2.43,4.04,4.54,6.91,12.59
2009-07-23,2.6,4.18,4.66,7.0,12.45
2009-07-24,2.57,4.14,4.62,6.92,12.34
2009-07-27,2.63,4.18,4.61,6.9,12.22
2009-07-28,2.63,4.17,4.59,6.85,12.15
2009-07-29,2.69,4.16,4.56,6.78,12.06
2009-07-30,2.66,4.12,4.49,6.67,11.93
2009-07-31,2.53,3.99,4.35,6.54,11.73
2009-08-03,2.66,4.12,4.45,6.62,11.63
2009-08-04,2.68,4.14,4.42,6.58,11.54
2009-08-05,2.73,4.16,4.45,6.59,11.48
2009-08-06,2.73,4.14,4.41,6.5,11.42
2009-08-07,2.84,4.25,4.49,6.56,11.38
2009-08-10,2.75,4.14,4.39,6.45,11.3
2009-08-11,2.69,4.09,4.35,6.4,11.31
2009-08-12,2.7,4.05,4.35,6.42,11.42
2009-08-13,2.58,3.94,4.25,6.31,11.46
2009-08-14,2.51,3.89,4.21,6.27,11.44
2009-08-17,2.43,3.8,4.19,6.24,11.6
2009-08-18,2.48,3.85,4.22,6.29,11.65
2009-08-19,2.43,3.8,4.17,6.25,11.66
2009-08-20,2.43,3.81,4.15,6.23,11.67
2009-08-21,2.58,3.93,4.25,6.34,11.64
2009-08-24,2.5,3.84,4.18,6.26,11.59
2009-08-25,2.48,3.81,4.14,6.21,11.54
2009-08-26,2.46,3.8,4.13,6.18,11.52
2009-08-27,2.48,3.81,4.14,6.18,11.49
2009-08-28,2.46,3.78,4.12,6.15,11.45
2009-08-31,2.39,3.68,4.12,6.11,11.47
2009-09-01,2.33,3.67,4.09,6.09,11.49
2009-09-02,2.26,3.56,4.02,6.03,11.47
2009-09-03,2.29,3.6,4.04,6.06,11.45
2009-09-04,2.36,3.71,4.11,6.13,11.44
2009-09-08,2.38,3.73,4.1,6.13,11.39
2009-09-09,2.38,3.75,4.1,6.12,11.33
2009-09-10,2.29,3.64,3.97,5.98,11.18
2009-09-11,2.29,3.62,3.96,5.95,11.04
2009-09-14,2.37,3.68,4.0,5.96,10.88
2009-09-15,2.41,3.68,4.01,5.96,10.69
2009-09-16,2.46,3.7,4.02,5.95,10.48
2009-09-17,2.41,3.63,3.97,5.86,10.41
2009-09-18,2.49,3.7,4.03,5.9,10.38
2009-09-21,2.47,3.7,4.03,5.89,10.4
2009-09-22,2.45,3.67,4.0,5.84,10.31
2009-09-23,2.4,3.64,3.97,5.8,10.21
2009-09-24,2.37,3.57,3.95,5.76,10.17
2009-09-25,2.36,3.55,3.95,5.74,10.17
2009-09-28,2.33,3.53,3.93,5.72,10.2
2009-09-29,2.34,3.52,3.94,5.72,10.16
2009-09-30,2.31,3.52,3.96,5.77,10.21
2009-10-01,2.2,3.42,3.89,5.69,10.28
2009-10-02,2.22,3.46,3.91,5.73,10.38
2009-10-05,2.21,3.46,3.9,5.73,10.34
2009-10-06,2.25,3.47,3.89,5.72,10.25
2009-10-07,2.16,3.41,3.84,5.65,10.24
2009-10-08,2.22,3.47,3.9,5.7,10.19
2009-10-09,2.36,3.6,4.0,5.79,10.18
2009-10-13,2.28,3.51,3.92,5.71,10.16
2009-10-14,2.36,3.62,3.98,5.78,10.05
2009-10-15,2.41,3.66,4.02,5.8,10.03
2009-10-16,2.37,3.63,3.97,5.75,9.99
2009-10-19,2.36,3.61,3.94,5.73,9.96
2009-10-20,2.3,3.53,3.86,5.68,9.9
2009-10-21,2.38,3.61,3.92,5.72,9.88
2009-10-22,2.39,3.6,3.91,5.7,9.86
2009-10-23,2.46,3.66,3.95,5.73,9.84
2009-10-26,2.53,3.7,3.98,5.78,9.8
2009-10-27,2.41,3.6,3.86,5.68,9.82
2009-10-28,2.37,3.55,3.82,5.64,9.88
2009-10-29,2.44,3.63,3.88,5.71,9.93
2009-10-30,2.31,3.55,3.78,5.61,9.91
2009-11-02,2.33,3.61,3.84,5.67,9.97
2009-11-03,2.36,3.63,3.87,5.7,10.02
2009-11-04,2.39,3.66,3.9,5.74,10.0
2009-11-05,2.35,3.63,3.87,5.71,9.98
2009-11-06,2.3,3.61,3.83,5.68,9.97
2009-11-09,2.31,3.6,3.81,5.66,9.94
2009-11-10,2.31,3.59,3.8,5.65,9.88
2009-11-12,2.28,3.56,3.76,5.61,9.87
2009-11-13,2.28,3.55,3.75,5.59,9.84
2009-11-16,2.19,3.46,3.67,5.5,9.77
2009-11-17,2.19,3.44,3.66,5.48,9.75
2009-11-18,2.21,3.47,3.68,5.5,9.74
2009-11-19,2.18,3.39,3.65,5.46,9.75
2009-11-20,2.2,3.41,3.66,5.47,9.76
2009-11-23,2.2,3.42,3.67,5.47,9.74
2009-11-24,2.15,3.37,3.63,5.42,9.71
2009-11-25,2.11,3.34,3.6,5.4,9.7
2009-11-27,2.03,3.27,3.57,5.35,9.69
2009-11-30,2.01,3.28,3.56,5.4,9.72
2009-12-01,2.03,3.32,3.6,5.44,9.7
2009-12-02,2.09,3.29,3.63,5.47,9.66
2009-12-03,2.14,3.36,3.65,5.49,9.61
2009-12-04,2.24,3.49,3.75,5.57,9.57
2009-12-07,2.19,3.47,3.68,5.5,9.53
2009-12-08,2.12,3.4,3.61,5.43,9.52
2009-12-09,2.15,3.4,3.63,5.45,9.49
2009-12-10,2.19,3.44,3.66,5.47,9.46
2009-12-11,2.26,3.5,3.7,5.5,9.42
2009-12-14,2.3,3.52,3.69,5.46,9.32
2009-12-15,2.35,3.57,3.73,5.48,9.27
2009-12-16,2.35,3.55,3.71,5.45,9.22
2009-12-17,2.24,3.41,3.61,5.33,9.19
2009-12-18,2.3,3.47,3.65,5.37,9.18
2009-12-21,2.43,3.58,3.75,5.46,9.18
2009-12-22,2.49,3.61,3.79,5.5,9.16
2009-12-23,2.51,3.61,3.8,5.5,9.13
2009-12-24,2.57,3.67,3.82,5.54,9.13
2009-12-28,2.62,3.72,3.86,5.56,9.13
2009-12-29,2.62,3.7,3.84,5.53,9.11
2009-12-30,2.61,3.68,3.81,5.5,9.09
2009-12-31,2.69,3.73,3.91,5.58,9.08
2010-01-04,2.65,3.68,3.87,5.54,9.01
2010-01-05,2.56,3.56,3.76,5.43,8.89
2010-01-06,2.6,3.59,3.78,5.42,8.78
2010-01-07,2.62,3.62,3.79,5.4,8.66
2010-01-08,2.57,3.58,3.75,5.34,8.63
2010-01-11,2.58,3.57,3.73,5.32,8.59
2010-01-12,2.49,3.49,3.66,5.24,8.59
2010-01-13,2.55,3.54,3.72,5.28,8.6
2010-01-14,2.51,3.47,3.67,5.22,8.56
2010-01-15,2.44,3.42,3.64,5.18,8.57
2010-01-19,2.48,3.49,3.68,5.21,8.6
2010-01-20,2.45,3.44,3.64,5.18,8.62
2010-01-21,2.38,3.39,3.61,5.14,8.65
2010-01-22,2.37,3.37,3.61,5.14,8.75
2010-01-25,2.39,3.4,3.64,5.19,8.83
2010-01-26,2.38,3.4,3.63,5.2,8.85
2010-01-27,2.43,3.41,3.66,5.21,8.84
2010-01-28,2.41,3.42,3.66,5.21,8.83
2010-01-29,2.34,3.37,3.6,5.17,8.83
2010-02-01,2.38,3.52,3.7,5.21,8.97
2010-02-02,2.37,3.5,3.67,5.18,8.96
2010-02-03,2.4,3.58,3.71,5.22,8.93
2010-02-04,2.29,3.5,3.66,5.16,8.96
2010-02-05,2.23,3.4,3.62,5.13,9.11
2010-02-08,2.26,3.46,3.66,5.18,9.19
2010-02-09,2.32,3.51,3.71,5.23,9.26
2010-02-10,2.39,3.57,3.77,5.28,9.36
2010-02-11,2.39,3.55,3.77,5.3,9.42
2010-02-12,2.35,3.5,3.74,5.26,9.44
2010-02-16,2.32,3.46,3.71,5.23,9.39
2010-02-17,2.4,3.55,3.78,5.29,9.25
2010-02-18,2.46,3.58,3.8,5.31,9.15
2010-02-19,2.48,3.59,3.8,5.3,9.07
2010-02-22,2.47,3.58,3.78,5.28,9.01
2010-02-23,2.37,3.48,3.7,5.19,9.02
2010-02-24,2.4,3.48,3.71,5.19,9.0
2010-02-25,2.33,3.41,3.65,5.14,9.01
2010-02-26,2.3,3.36,3.61,5.09,8.98
2010-03-01,2.28,3.4,3.64,5.19,9.05
2010-03-02,2.27,3.4,3.61,5.15,8.97
2010-03-03,2.27,3.41,3.62,5.15,8.92
2010-03-04,2.28,3.41,3.62,5.14,8.88
2010-03-05,2.35,3.46,3.66,5.18,8.82
2010-03-08,2.36,3.46,3.65,5.17,8.74
2010-03-09,2.34,3.45,3.63,5.14,8.69
2010-03-10,2.39,3.48,3.65,5.15,8.64
2010-03-11,2.43,3.5,3.66,5.15,8.65
2010-03-12,2.42,3.47,3.65,5.14,8.62
2010-03-15,2.42,3.46,3.62,5.11,8.61
2010-03-16,2.37,3.41,3.56,5.06,8.6
2010-03-17,2.38,3.42,3.56,5.05,8.56
2010-03-18,2.44,3.45,3.58,5.06,8.51
2010-03-19,2.48,3.43,3.6,5.07,8.5
2010-03-22,2.43,3.45,3.57,5.05,8.51
2010-03-23,2.44,3.45,3.57,5.05,8.49
2010-03-24,2.62,3.54,3.69,5.16,8.47
2010-03-25,2.65,3.57,3.71,5.19,8.46
2010-03-26,2.59,3.51,3.66,5.14,8.43
2010-03-29,2.6,3.54,3.66,5.14,8.42
2010-03-30,2.6,3.54,3.66,5.14,8.4
2010-03-31,2.55,3.5,3.65,5.13,8.48
2010-04-01,2.59,3.52,3.67,5.15,8.49
2010-04-05,2.75,3.66,3.78,5.26,8.46
2010-04-06,2.71,3.62,3.75,5.23,8.44
2010-04-07,2.62,3.53,3.66,5.13,8.41
2010-04-08,2.64,3.54,3.68,5.15,8.41
2010-04-09,2.65,3.54,3.67,5.13,8.39
2010-04-12,2.6,3.5,3.62,5.09,8.34
2010-04-13,2.58,3.49,3.59,5.06,8.3
2010-04-14,2.61,3.5,3.61,5.07,8.24
2010-04-15,2.57,3.48,3.57,5.04,8.16
2010-04-16,2.49,3.39,3.5,4.96,8.14
2010-04-19,2.54,3.42,3.54,4.99,8.19
2010-04-20,2.56,3.42,3.54,4.99,8.16
2010-04-21,2.52,3.38,3.5,4.93,8.12
2010-04-22,2.57,3.4,3.55,4.96,8.11
2010-04-23,2.61,3.45,3.59,5.0,8.1
2010-04-26,2.6,3.42,3.57,4.99,8.06
2010-04-27,2.46,3.3,3.48,4.9,8.07
2010-04-28,2.53,3.38,3.56,4.97,8.11
2010-04-29,2.49,3.33,3.5,4.93,8.09
2010-04-30,2.43,3.28,3.45,4.92,8.13
2010-05-03,2.47,3.33,3.51,4.97,8.14
2010-05-04,2.38,3.26,3.47,4.91,8.17
2010-05-05,2.31,3.2,3.45,4.9,8.32
2010-05-06,2.13,3.08,3.45,4.85,8.53
2010-05-07,2.17,3.15,3.56,5.0,8.78
2010-05-10,2.27,3.21,3.55,5.02,8.64
2010-05-11,2.26,3.21,3.56,5.04,8.72
2010-05-12,2.29,3.23,3.57,5.04,8.59
2010-05-13,2.27,3.2,3.55,5.02,8.54
2010-05-14,2.16,3.1,3.48,4.93,8.61
2010-05-17,2.2,3.11,3.5,4.96,8.67
2010-05-18,2.11,3.05,3.44,4.9,8.68
2010-05-19,2.13,3.08,3.49,4.96,8.81
2010-05-20,2.04,3.08,3.5,4.99,9.06
2010-05-21,2.02,3.05,3.47,4.99,9.14
2010-05-24,2.04,3.07,3.5,5.03,9.1
2010-05-25,2.01,3.05,3.54,5.06,9.34
2010-05-26,2.06,3.15,3.58,5.12,9.24
2010-05-27,2.18,3.24,3.65,5.19,9.14
2010-05-28,2.1,3.2,3.59,5.13,9.09
2010-06-01,2.09,3.18,3.66,5.18,9.26
2010-06-02,2.14,3.22,3.71,5.24,9.3
2010-06-03,2.17,3.27,3.72,5.24,9.22
2010-06-04,1.98,3.07,3.59,5.11,9.26
2010-06-07,1.95,3.08,3.59,5.12,9.29
2010-06-08,1.98,3.09,3.61,5.15,9.37
2010-06-09,1.99,3.11,3.65,5.16,9.38
2010-06-10,2.12,3.26,3.76,5.28,9.42
2010-06-11,2.03,3.14,3.67,5.19,9.41
2010-06-14,2.07,3.18,3.69,5.21,9.32
2010-06-15,2.1,3.21,3.73,5.23,9.24
2010-06-16,2.06,3.19,3.69,5.2,9.15
2010-06-17,2.01,3.1,3.61,5.12,9.02
2010-06-18,2.04,3.14,3.63,5.13,8.96
2010-06-21,2.05,3.14,3.61,5.11,8.83
2010-06-22,1.98,3.08,3.55,5.06,8.84
2010-06-23,1.93,3.04,3.51,5.02,8.86
2010-06-24,1.93,3.04,3.53,5.04,8.92
2010-06-25,1.9,3.0,3.52,5.03,8.92
2010-06-28,1.83,2.94,3.45,4.97,8.88
2010-06-29,1.78,2.9,3.41,4.94,8.96
2010-06-30,1.79,2.91,3.36,4.98,9.02
2010-07-01,1.8,2.93,3.35,4.97,9.05
2010-07-02,1.82,2.96,3.38,5.01,9.04
2010-07-06,1.76,2.92,3.32,4.96,9.0
2010-07-07,1.79,2.94,3.34,4.99,8.99
2010-07-08,1.8,2.96,3.34,5.0,8.89
2010-07-09,1.85,2.99,3.35,5.01,8.83
2010-07-12,1.85,2.96,3.33,4.99,8.79
2010-07-13,1.9,3.01,3.35,5.01,8.69
2010-07-14,1.82,2.93,3.27,4.93,8.6
2010-07-15,1.76,2.88,3.22,4.87,8.58
2010-07-16,1.7,2.82,3.18,4.83,8.58
2010-07-19,1.73,2.85,3.19,4.85,8.6
2010-07-20,1.71,2.82,3.16,4.82,8.59
2010-07-21,1.66,2.79,3.12,4.77,8.52
2010-07-22,1.69,2.81,3.14,4.79,8.46
2010-07-23,1.75,2.85,3.17,4.81,8.44
2010-07-26,1.76,2.85,3.16,4.78,8.39
2010-07-27,1.82,2.85,3.18,4.79,8.33
2010-07-28,1.75,2.79,3.12,4.73,8.31
2010-07-29,1.7,2.78,3.1,4.7,8.3
2010-07-30,1.6,2.77,3.04,4.63,8.29
2010-08-02,1.64,2.68,3.1,4.7,8.31
2010-08-03,1.55,2.61,3.04,4.64,8.26
2010-08-04,1.62,2.65,3.08,4.66,8.24
2010-08-05,1.57,2.62,3.05,4.63,8.23
2010-08-06,1.51,2.56,2.99,4.57,8.21
2010-08-09,1.54,2.57,3.0,4.56,8.2
2010-08-10,1.46,2.54,2.99,4.54,8.22
2010-08-11,1.44,2.5,2.95,4.5,8.33
2010-08-12,1.48,2.52,2.99,4.54,8.42
2010-08-13,1.47,2.49,2.96,4.51,8.43
2010-08-16,1.4,2.41,2.87,4.42,8.38
2010-08-17,1.44,2.44,2.91,4.46,8.34
2010-08-18,1.46,2.43,2.89,4.45,8.31
2010-08-19,1.41,2.38,2.85,4.4,8.3
2010-08-20,1.47,2.41,2.88,4.44,8.34
2010-08-23,1.43,2.4,2.86,4.42,8.33
2010-08-24,1.36,2.33,2.8,4.36,8.36
2010-08-25,1.4,2.37,2.85,4.42,8.4
2010-08-26,1.38,2.34,2.82,4.4,8.38
2010-08-27,1.49,2.43,2.92,4.51,8.38
2010-08-30,1.39,2.38,2.85,4.43,8.36
2010-08-31,1.33,2.4,2.86,4.43,8.42
2010-09-01,1.41,2.49,2.92,4.5,8.37
2010-09-02,1.43,2.5,2.93,4.51,8.32
2010-09-03,1.49,2.55,2.97,4.55,8.29
2010-09-07,1.41,2.47,2.89,4.46,8.26
2010-09-08,1.46,2.51,2.92,4.5,8.22
2010-09-09,1.57,2.56,3.01,4.58,8.19
2010-09-10,1.59,2.58,3.02,4.58,8.12
2010-09-13,1.51,2.52,2.94,4.51,8.04
2010-09-14,1.43,2.46,2.88,4.44,7.98
2010-09-15,1.46,2.48,2.91,4.47,7.95
2010-09-16,1.48,2.5,2.92,4.49,7.91
2010-09-17,1.46,2.48,2.91,4.47,7.89
2010-09-20,1.43,2.45,2.87,4.44,7.87
2010-09-21,1.34,2.39,2.79,4.35,7.84
2010-09-22,1.33,2.37,2.79,4.33,7.85
2010-09-23,1.34,2.37,2.8,4.34,7.88
2010-09-24,1.37,2.38,2.83,4.37,7.86
2010-09-27,1.31,2.31,2.76,4.3,7.84
2010-09-28,1.25,2.28,2.73,4.26,7.79
2010-09-29,1.28,2.31,2.76,4.29,7.75
2010-09-30,1.27,2.37,2.75,4.33,7.78
2010-10-01,1.26,2.35,2.75,4.33,7.73
2010-10-04,1.23,2.33,2.72,4.3,7.7
2010-10-05,1.21,2.29,2.7,4.28,7.63
2010-10-06,1.16,2.23,2.65,4.22,7.56
2010-10-07,1.14,2.22,2.63,4.21,7.52
2010-10-08,1.11,2.21,2.61,4.19,7.49
2010-10-12,1.14,2.24,2.63,4.21,7.48
2010-10-13,1.13,2.24,2.63,4.2,7.41
2010-10-14,1.18,2.28,2.7,4.24,7.42
2010-10-15,1.2,2.31,2.73,4.29,7.43
2010-10-18,1.14,2.25,2.68,4.23,7.43
2010-10-19,1.11,2.24,2.66,4.21,7.43
2010-10-20,1.11,2.23,2.66,4.21,7.45
2010-10-21,1.15,2.26,2.69,4.24,7.42
2010-10-22,1.17,2.27,2.69,4.24,7.4
2010-10-25,1.2,2.27,2.68,4.22,7.35
2010-10-26,1.27,2.34,2.74,4.28,7.31
2010-10-27,1.34,2.38,2.77,4.32,7.3
2010-10-28,1.23,2.33,2.71,4.27,7.27
2010-10-29,1.17,2.28,2.66,4.22,7.27
2010-11-01,1.17,2.28,2.68,4.27,7.44
2010-11-02,1.15,2.26,2.66,4.23,7.41
2010-11-03,1.11,2.26,2.67,4.24,7.38
2010-11-04,1.04,2.18,2.58,4.13,7.25
2010-11-05,1.1,2.23,2.63,4.17,7.2
2010-11-08,1.13,2.27,2.64,4.19,7.19
2010-11-09,1.27,2.37,2.72,4.27,7.18
2010-11-10,1.23,2.33,2.7,4.26,7.25
2010-11-12,1.35,2.47,2.81,4.36,7.36
2010-11-15,1.51,2.58,2.91,4.47,7.4
2010-11-16,1.49,2.53,2.89,4.43,7.59
2010-11-17,1.49,2.52,2.89,4.45,7.58
2010-11-18,1.51,2.54,2.91,4.46,7.52
2010-11-19,1.54,2.54,2.91,4.45,7.54
2010-11-22,1.44,2.46,2.85,4.4,7.56
2010-11-23,1.4,2.4,2.84,4.38,7.66
2010-11-24,1.56,2.57,2.95,4.49,7.68
2010-11-26,1.53,2.53,2.92,4.45,7.66
2010-11-29,1.51,2.52,2.92,4.44,7.71
2010-11-30,1.47,2.46,2.96,4.46,7.93
2010-12-01,1.64,2.59,3.08,4.59,7.88
2010-12-02,1.68,2.62,3.1,4.61,7.82
2010-12-03,1.64,2.58,3.07,4.59,7.79
2010-12-06,1.53,2.5,2.99,4.51,7.74
2010-12-07,1.74,2.67,3.15,4.67,7.69
2010-12-08,1.87,2.76,3.21,4.72,7.71
2010-12-09,1.9,2.76,3.2,4.72,7.71
2010-12-10,1.98,2.77,3.24,4.75,7.7
2010-12-13,1.91,2.75,3.2,4.71,7.69
2010-12-14,2.08,2.84,3.31,4.82,7.66
2010-12-15,2.11,2.88,3.35,4.86,7.69
2010-12-16,2.06,2.86,3.32,4.83,7.7
2010-12-17,1.97,2.75,3.21,4.71,7.68
2010-12-20,1.99,2.8,3.21,4.73,7.67
2010-12-21,1.99,2.79,3.21,4.72,7.64
2010-12-22,2.02,2.82,3.23,4.74,7.62
2010-12-23,2.09,2.87,3.27,4.77,7.6
2010-12-27,2.08,2.81,3.25,4.74,7.59
2010-12-28,2.18,2.92,3.33,4.83,7.58
2010-12-29,2.03,2.8,3.2,4.71,7.55
2010-12-30,2.06,2.82,3.23,4.73,7.5
2010-12-31,2.01,2.9,3.18,4.72,7.6
2011-01-03,2.02,2.91,3.19,4.73,7.52
2011-01-04,2.01,2.92,3.19,4.73,7.48
2011-01-05,2.14,3.06,3.3,4.82,7.45
2011-01-06,2.09,2.99,3.24,4.76,7.41
2011-01-07,1.96,2.88,3.17,4.68,7.41
2011-01-10,1.93,2.86,3.15,4.67,7.42
2011-01-11,1.98,2.87,3.18,4.68,7.39
2011-01-12,1.99,2.89,3.19,4.69,7.35
2011-01-13,1.93,2.84,3.15,4.64,7.31
2011-01-14,1.95,2.85,3.16,4.65,7.27
2011-01-18,1.97,2.87,3.17,4.66,7.26
2011-01-19,1.95,2.85,3.15,4.63,7.26
2011-01-20,2.06,2.93,3.23,4.72,7.28
2011-01-21,2.04,2.91,3.21,4.68,7.27
2011-01-24,2.03,2.9,3.19,4.67,7.24
2011-01-25,1.96,2.84,3.13,4.6,7.2
2011-01-26,2.03,2.9,3.19,4.67,7.19
2011-01-27,1.98,2.85,3.14,4.62,7.15
2011-01-28,1.92,2.81,3.1,4.59,7.14
2011-01-31,1.95,2.88,3.2,4.67,7.24
2011-02-01,2.02,2.93,3.25,4.71,7.21
2011-02-02,2.1,3.01,3.29,4.74,7.18
2011-02-03,2.18,3.05,3.33,4.77,7.16
2011-02-04,2.27,3.15,3.39,4.84,7.12
2011-02-07,2.29,3.15,3.37,4.82,7.1
2011-02-08,2.39,3.23,3.44,4.87,7.07
2011-02-09,2.33,3.15,3.38,4.81,7.07
2011-02-10,2.4,3.21,3.43,4.86,7.09
2011-02-11,2.38,3.16,3.4,4.82,7.09
2011-02-14,2.37,3.1,3.38,4.79,7.05
2011-02-15,2.35,3.09,3.36,4.78,7.04
2011-02-16,2.37,3.1,3.37,4.78,7.02
2011-02-17,2.3,3.05,3.31,4.73,6.98
2011-02-18,2.3,3.05,3.3,4.74,6.95
2011-02-22,2.16,2.94,3.21,4.64,6.96
2011-02-23,2.21,2.97,3.24,4.67,6.99
2011-02-24,2.19,2.94,3.22,4.65,7.03
2011-02-25,2.16,2.93,3.21,4.63,7.0
2011-02-28,2.13,2.98,3.22,4.65,7.09
2011-03-01,2.11,2.98,3.21,4.64,7.06
2011-03-02,2.16,3.01,3.25,4.67,7.06
2011-03-03,2.3,3.1,3.34,4.75,7.05
2011-03-04,2.17,3.01,3.25,4.67,7.05
2011-03-07,2.19,3.02,3.26,4.67,7.05
2011-03-08,2.22,3.05,3.28,4.7,7.04
2011-03-09,2.16,2.99,3.23,4.64,7.04
2011-03-10,2.05,2.93,3.18,4.59,7.1
2011-03-11,2.06,2.92,3.17,4.59,7.13
2011-03-14,2.0,2.88,3.12,4.54,7.12
2011-03-15,2.0,2.89,3.15,4.57,7.27
2011-03-16,1.87,2.81,3.09,4.5,7.24
2011-03-17,1.91,2.84,3.13,4.53,7.21
2011-03-18,1.96,2.86,3.12,4.54,7.16
2011-03-21,2.04,2.91,3.16,4.56,7.13
2011-03-22,2.07,2.92,3.16,4.56,7.12
2011-03-23,2.07,2.92,3.18,4.57,7.13
2011-03-24,2.14,2.96,3.22,4.6,7.12
2011-03-25,2.2,3.0,3.26,4.64,7.12
2011-03-28,2.23,3.01,3.27,4.64,7.11
2011-03-29,2.25,3.04,3.3,4.67,7.12
2011-03-30,2.21,3.01,3.27,4.65,7.11
2011-03-31,2.24,2.96,3.32,4.67,7.17
2011-04-01,2.24,2.98,3.33,4.67,7.13
2011-04-04,2.2,2.94,3.29,4.64,7.09
2011-04-05,2.28,3.01,3.34,4.68,7.1
2011-04-06,2.32,3.05,3.36,4.71,7.06
2011-04-07,2.29,3.02,3.33,4.7,7.03
2011-04-08,2.31,3.03,3.34,4.7,7.01
2011-04-11,2.31,3.03,3.33,4.7,7.01
2011-04-12,2.22,2.96,3.27,4.64,7.03
2011-04-13,2.19,2.93,3.24,4.61,7.01
2011-04-14,2.23,2.95,3.27,4.63,6.99
2011-04-15,2.14,2.88,3.2,4.56,6.99
2011-04-18,2.09,2.85,3.16,4.53,6.99
2011-04-19,2.09,2.84,3.15,4.52,7.0
2011-04-20,2.15,2.88,3.18,4.55,6.96
2011-04-21,2.14,2.88,3.18,4.55,6.95
2011-04-25,2.1,2.85,3.14,4.51,6.94
2011-04-26,2.05,2.81,3.1,4.47,6.92
2011-04-27,2.06,2.83,3.13,4.5,6.91
2011-04-28,2.0,2.78,3.07,4.45,6.9
2011-04-29,1.97,2.74,3.05,4.43,6.87
2011-05-02,1.96,2.76,3.08,4.45,6.93
2011-05-03,1.96,2.74,3.06,4.43,6.93
2011-05-04,1.95,2.72,3.05,4.41,6.91
2011-05-05,1.88,2.69,3.02,4.38,6.9
2011-05-06,1.87,2.67,3.0,4.37,6.89
2011-05-09,1.84,2.65,2.98,4.35,6.88
2011-05-10,1.91,2.7,3.03,4.39,6.87
2011-05-11,1.87,2.67,3.0,4.36,6.85
2011-05-12,1.89,2.69,3.03,4.39,6.87
2011-05-13,1.86,2.66,3.0,4.36,6.86
2011-05-16,1.83,2.63,2.98,4.32,6.81
2011-05-17,1.8,2.61,2.97,4.3,6.82
2011-05-18,1.87,2.66,3.02,4.35,6.84
2011-05-19,1.85,2.65,2.99,4.34,6.84
2011-05-20,1.82,2.64,2.98,4.32,6.84
2011-05-23,1.8,2.62,2.97,4.31,6.88
2011-05-24,1.81,2.63,2.97,4.31,6.89
2011-05-25,1.81,2.63,2.98,4.33,6.9
2011-05-26,1.72,2.57,2.92,4.27,6.92
2011-05-27,1.71,2.57,2.92,4.28,6.92
2011-05-31,1.68,2.56,2.92,4.29,7.03
2011-06-01,1.6,2.51,2.88,4.24,7.01
2011-06-02,1.65,2.56,2.94,4.3,7.06
2011-06-03,1.6,2.53,2.91,4.28,7.11
2011-06-06,1.6,2.53,2.91,4.29,7.12
